195,98,3
43,75,4
81,30,5
155,41,3
85,3,4
155,12,3
10,12,5
180,6,5
87,88,3
27,61,5
27,89,3
66,21,4
68,89,3
42,34,3
195,95,4
105,41,3
172,72,3
62,95,4
16,62,5
81,85,5
171,94,1
85,91,3
27,68,4
68,32,5
147,21,5
133,45,3
156,62,5
155,18,4
89,70,3
107,32,3
32,42,4
24,83,4
150,19,4
2,69,3
115,56,3
101,17,4
47,32,4
32,28,5
71,5,1
94,88,4
149,89,2
103,15,4
32,83,5
142,31,3
155,28,4
12,1,3
34,20,3
146,15,4
129,14,4
93,22,4
19,23,4
10,27,3
25,76,4
86,48,4
144,34,5
101,81,3
27,59,5
192,34,5
76,45,4
133,90,3
47,58,5
82,40,3
93,34,1
68,31,5
68,51,5
64,33,4
105,28,3
27,10,4
192,33,5
169,36,3
197,2,1
154,16,4
63,19,3
146,95,1
195,45,4
136,19,2
185,76,4
75,71,4
94,48,4
195,87,3
63,23,3
48,2,4
104,56,3
16,47,5
41,67,5
133,4,3
128,34,3
170,89,1
98,61,2
65,63,2
49,11,4
27,66,3
113,71,4
146,28,3
62,100,3
48,79,3
16,53,5
27,94,4
34,90,4
116,70,5
45,1,4
171,87,2
185,43,5
76,99,4
172,92,4
142,80,5
79,22,4
123,53,4
128,80,5
85,13,3
176,11,2
181,81,4
39,4,4
174,43,4
181,33,4
68,41,4
63,39,4
65,20,4
33,26,4
113,17,5
36,50,5
174,2,5
107,70,3
71,10,2
63,63,3
98,77,3
186,98,2
94,89,3
65,46,4
76,20,5
118,59,5
10,32,3
66,95,4
161,60,3
146,80,3
175,5,4
10,93,3
195,52,3
147,29,5
62,12,4
30,24,5
155,50,4
95,91,3
87,24,3
44,2,5
149,49,3
33,42,3
66,23,4
27,57,4
146,24,3
126,44,4
147,4,5
27,22,5
82,47,4
174,53,4
48,34,3
34,75,3
181,11,4
133,46,4
105,79,3
33,40,4
128,3,5
78,29,4
10,80,3
15,42,1
44,59,4
186,62,1
129,56,4
52,81,5
36,71,5
172,9,1
164,2,4
159,41,4
17,36,4
78,17,3
90,44,5
118,25,4
63,7,3
101,56,4
124,40,5
118,34,3
50,68,2
14,27,3
82,1,4
75,38,4
186,88,3
194,12,5
107,97,1
3,27,4
182,24,5
146,100,2
85,96,4
118,36,5
127,23,5
92,27,4
62,93,5
63,25,3
39,67,5
43,55,3
62,65,4
26,10,4
41,31,3
78,83,3
68,16,5
2,61,5
32,9,5
97,29,4
84,1,5
195,36,3
61,47,3
106,85,5
161,83,4
19,62,4
98,39,5
35,18,3
166,1,4
65,2,5
161,75,5
178,96,3
135,85,2
65,4,4
89,61,3
183,96,3
51,26,2
35,4,3
75,21,4
121,51,4
100,34,3
24,27,3
190,22,5
10,44,3
67,15,4
63,15,3
117,9,4
16,28,5
181,2,5
192,50,5
167,28,4
104,54,2
102,82,5
171,41,3
84,37,3
63,73,3
174,57,3
46,80,4
82,59,3
91,59,3
3,13,3
101,66,4
66,15,2
124,84,3
129,46,4
59,41,3
96,85,4
117,25,4
19,28,5
85,27,3
60,58,4
69,99,3
33,9,4
56,5,4
63,82,4
85,68,3
101,7,5
161,52,3
91,29,5
14,13,5
161,32,4
71,54,4
47,8,5
99,26,4
27,93,4
114,25,4
101,29,4
156,76,5
144,3,4
155,96,3
149,38,3
57,22,4
43,23,4
86,18,4
172,7,4
93,18,4
58,4,4
99,83,4
7,79,3
121,5,5
14,38,3
60,24,4
188,22,4
48,61,4
119,13,3
3,35,5
57,13,4
30,46,5
164,19,4
86,11,5
81,15,5
73,60,4
115,69,1
74,12,3
16,23,4
89,59,4
65,3,5
29,31,3
91,19,4
126,1,5
22,36,4
156,2,5
149,75,5
15,25,3
78,77,2
98,62,5
156,16,3
73,28,5
73,10,5
161,95,5
65,12,5
86,20,1
83,13,3
32,20,4
74,9,4
17,2,5
107,69,4
126,54,3
105,36,3
174,6,4
42,38,3
135,96,3
70,38,5
125,62,5
81,19,3
94,41,3
160,95,4
5,21,4
149,26,1
68,2,5
63,6,3
24,10,4
172,41,4
79,5,1
193,59,4
98,56,3
115,6,4
118,19,5
146,44,3
65,25,3
85,24,4
98,84,3
81,95,5
39,3,5
89,45,2
193,31,3
149,98,3
118,58,4
81,73,3
28,31,3
190,1,4
192,6,4
63,74,3
171,3,4
85,100,5
38,29,5
27,3,5
94,69,5
49,70,4
172,23,4
131,9,5
126,57,3
63,28,4
74,11,4
66,67,5
13,39,4
47,64,3
91,85,5
113,42,4
14,53,5
93,35,4
44,23,4
3,50,4
78,6,5
103,25,5
85,42,2
113,9,5
186,29,3
118,83,4
117,46,4
164,5,5
88,28,2
180,70,3
86,12,5
113,59,4
51,22,3
7,34,2
180,16,4
14,78,4
24,32,4
86,86,5
195,62,4
69,66,3
34,30,3
128,91,4
35,12,3
178,68,3
186,36,4
57,5,4
65,53,4
113,45,4
63,42,3
33,75,1
17,42,5
9,32,4
15,60,2
63,78,4
37,2,5
18,41,5
35,82,3
87,1,4
149,9,3
32,50,4
72,79,5
174,59,4
137,96,2
84,89,2
86,5,5
34,91,3
156,58,4
158,100,4
60,49,4
82,15,3
149,66,4
187,6,5
116,12,4
63,31,2
48,71,3
116,67,3
172,86,1
155,54,4
133,87,3
173,15,4
7,68,4
107,68,4
126,30,2
149,65,1
3,38,3
5,2,1
33,1,4
17,74,4
194,36,5
32,85,4
186,59,4
190,34,4
81,8,5
81,57,5
84,21,4
137,71,4
195,20,3
96,14,5
8,13,3
135,42,2
185,88,3
144,51,5
35,14,3
8,24,5
196,40,2
81,5,5
195,72,3
64,84,4
52,19,5
133,98,2
136,26,3
132,26,4
48,21,4
159,68,4
100,67,5
136,10,4
91,79,4
119,100,5
19,76,3
78,99,3
125,69,2
35,44,4
107,81,4
85,10,2
195,34,4
60,71,4
136,6,3
74,46,4
63,27,4
50,39,4
142,58,4
171,16,3
155,23,5
170,85,5
192,25,4
16,44,5
118,87,3
131,39,5
79,46,1
196,86,4
128,41,3
131,28,5
63,16,4
63,20,4
37,7,3
85,95,4
107,41,4
137,1,4
62,61,3
50,21,2
114,6,4
85,39,4
176,73,3
185,9,4
49,95,5
156,31,1
136,73,3
19,35,3
133,52,3
1,20,3
35,67,3
66,82,4
19,70,5
57,19,4
28,77,3
128,37,4
186,40,5
81,68,4
172,100,4
88,68,3
185,24,4
84,59,4
100,92,5
188,13,4
43,13,4
42,22,5
169,6,3
108,93,4
160,70,4
10,61,2
62,82,5
131,29,4
136,70,4
101,55,5
49,81,4
155,83,4
66,10,5
107,17,2
117,59,4
107,24,4
121,9,5
89,58,4
194,2,5
45,22,4
62,47,3
14,97,4
180,22,3
156,60,3
148,39,5
90,1,5
57,4,3
100,82,4
10,99,3
185,38,3
3,20,5
27,19,5
51,12,4
170,57,4
186,12,5
89,22,2
57,67,3
176,60,3
98,22,4
19,33,5
14,54,4
106,9,5
43,87,4
14,20,1
15,44,4
122,26,5
75,35,4
19,1,2
128,69,3
119,7,5
87,2,3
87,69,3
172,22,4
136,100,4
108,12,3
180,4,2
63,88,1
126,33,5
60,38,5
31,69,3
92,76,4
171,19,3
10,81,3
35,13,4
56,9,4
107,50,4
72,3,4
19,92,5
159,16,5
101,83,3
70,35,4
36,17,3
69,2,4
84,29,4
174,8,3
28,1,4
104,84,5
155,27,4
16,63,4
68,56,5
93,2,4
197,3,5
84,34,3
19,26,4
68,75,3
83,10,4
172,4,3
194,44,3
105,8,3
171,79,3
192,95,3
146,77,4
172,66,3
165,16,4
105,84,3
138,95,4
80,11,5
131,25,4
187,9,5
140,29,4
19,48,4
115,8,3
81,93,5
58,95,5
10,31,3
128,67,5
48,19,3
192,2,5
62,84,3
122,10,5
116,8,4
7,21,3
122,50,3
182,15,5
76,1,5
52,60,5
113,57,4
121,16,4
108,20,4
78,40,3
161,44,4
107,79,5
171,26,4
116,37,3
1,1,2
58,23,4
133,5,5
149,81,3
107,61,4
19,11,5
142,23,4
156,89,1
70,8,5
101,52,5
120,3,4
33,39,4
63,100,3
116,27,4
69,37,3
154,4,4
136,78,4
91,11,4
172,6,4
170,50,4
97,58,4
194,15,4
117,62,5
122,44,4
26,98,3
47,35,5
49,83,3
86,17,5
142,47,4
101,12,5
30,82,5
174,67,3
118,66,4
128,77,3
62,30,4
163,89,5
88,35,4
81,48,3
34,31,3
65,89,2
112,14,3
107,65,3
63,8,2
171,98,4
32,13,5
107,42,4
155,63,4
75,37,3
44,9,4
156,99,2
175,54,4
48,48,4
78,1,2
10,60,3
63,34,3
27,24,4
61,60,4
142,27,4
196,30,4
72,16,3
8,67,3
10,38,3
175,17,4
107,10,2
101,3,4
93,64,4
171,82,3
79,25,5
28,8,4
74,18,4
156,65,4
119,26,3
17,16,2
101,40,3
32,11,5
149,63,3
36,45,5
184,57,4
116,42,5
75,8,4
104,50,3
126,39,4
56,96,4
148,100,4
183,20,3
28,19,4
68,98,4
94,49,4
109,22,4
116,41,1
161,17,4
155,40,3
118,42,4
187,11,5
125,7,4
54,40,2
126,56,3
65,43,4
118,81,3
155,34,3
3,71,2
161,2,5
84,66,4
149,80,4
33,44,3
50,25,4
116,71,4
162,86,3
128,88,3
107,85,4
174,99,3
171,8,3
129,64,3
46,6,5
19,12,4
114,19,4
171,54,3
108,15,5
60,34,5
66,12,5
36,54,4
56,93,5
122,1,4
5,24,3
185,2,4
98,23,2
148,94,3
149,59,3
174,21,3
19,40,4
172,30,4
74,40,1
181,1,5
161,6,4
119,28,4
63,91,1
129,92,3
33,92,4
24,14,4
9,74,4
59,37,4
146,67,4
98,26,4
45,50,3
101,39,3
68,94,4
101,76,4
26,56,4
119,24,4
78,15,4
36,4,5
88,29,2
25,28,4
107,39,3
70,99,4
114,73,4
174,24,4
155,49,4
65,16,5
27,85,4
192,9,5
36,26,1
168,6,5
105,7,4
66,60,5
175,53,5
92,1,2
10,11,3
179,22,4
116,1,5
43,26,3
105,61,4
168,16,4
15,30,5
35,58,4
197,18,5
118,50,4
131,36,5
156,28,5
146,13,1
35,83,3
155,35,4
185,96,3
67,2,5
186,52,5
160,92,3
142,75,4
124,83,4
119,36,5
36,65,4
161,25,5
85,80,3
120,33,4
188,6,2
36,57,4
163,32,3
97,4,4
122,34,5
115,73,3
137,48,5
155,19,5
62,32,3
60,29,4
14,39,4
94,64,5
35,56,3
118,52,4
155,71,3
82,74,4
107,7,3
13,45,4
142,26,4
68,54,4
192,74,4
110,72,4
35,40,4
179,3,5
14,64,4
28,37,3
107,71,3
74,52,4
192,10,2
47,19,4
190,64,4
155,72,3
168,17,4
155,56,4
85,49,3
126,28,4
74,69,3
27,58,5
183,54,3
85,28,3
137,60,4
74,23,2
65,99,4
113,10,4
14,26,2
34,7,3
169,83,3
51,4,3
45,10,5
98,33,5
76,31,4
27,4,4
35,6,4
23,13,2
84,19,4
57,33,4
109,32,3
1,27,5
128,5,5
153,90,5
62,19,5
49,25,5
70,19,5
32,70,5
85,38,2
37,25,5
112,1,4
98,8,3
77,4,4
54,35,2
68,88,3
119,39,4
19,82,3
34,58,3
175,1,5
32,81,5
68,43,5
157,56,5
144,5,5
193,17,2
172,1,5
34,64,3
93,88,1
43,33,4
115,63,1
25,25,4
101,26,3
156,80,4
159,21,5
187,57,4
85,63,3
68,15,3
27,56,4
27,16,4
105,97,3
118,6,4
17,19,2
116,96,4
121,17,4
19,57,5
74,36,4
150,74,1
174,36,4
79,9,1
63,58,3
88,1,4
186,49,4
63,37,2
36,24,4
174,9,2
25,16,4
10,36,4
136,31,2
192,59,5
171,50,3
27,18,4
146,76,3
192,21,4
161,58,4
176,12,4
125,96,3
102,56,4
84,12,4
101,75,2
108,4,3
18,48,5
34,13,5
73,56,4
17,78,4
108,52,3
118,73,4
172,5,1
43,93,4
101,93,4
87,58,3
156,13,4
57,70,4
83,22,3
182,80,3
91,32,3
129,17,3
183,6,2
192,39,5
48,1,5
113,23,5
107,9,2
61,35,4
91,92,3
193,24,5
161,57,4
62,55,3
34,44,3
85,77,3
91,48,4
172,33,5
52,2,3
92,75,2
33,98,4
176,85,3
27,27,5
10,75,4
65,85,5
78,9,3
35,7,3
27,77,3
119,11,3
76,51,3
10,19,4
123,7,5
113,33,5
176,57,4
27,63,4
34,45,4
61,74,5
26,36,4
129,39,4
181,14,5
166,2,4
94,31,5
174,38,2
115,44,3
157,76,4
72,83,5
27,86,5
116,62,5
27,83,4
137,5,4
171,88,1
86,1,2
116,60,4
81,6,5
146,6,4
193,16,3
149,35,4
113,4,4
35,38,3
26,25,2
146,8,3
74,28,3
78,28,3
85,86,4
74,2,5
65,87,3
136,87,2
190,19,5
81,7,5
172,64,3
139,33,4
176,55,5
197,24,5
33,80,3
27,47,5
82,100,5
155,42,4
98,57,4
171,69,3
64,40,3
171,5,4
164,66,4
184,87,4
42,37,2
68,77,4
190,8,5
55,31,3
119,53,3
198,19,4
187,7,5
71,17,2
168,26,2
38,49,3
131,6,4
57,45,3
22,15,4
134,53,5
66,3,4
185,49,4
171,33,4
104,40,4
98,51,2
105,77,3
59,29,4
32,23,4
143,34,3
186,64,3
34,32,5
45,81,4
36,89,4
57,71,3
25,82,5
43,58,5
45,25,3
192,45,5
107,40,4
85,17,2
156,53,3
3,40,3
113,63,4
75,41,4
162,11,4
195,71,3
42,68,3
114,76,3
120,55,3
98,65,5
35,81,3
42,71,3
10,49,3
113,34,4
80,17,4
85,7,2
136,75,4
193,36,4
78,20,3
184,1,4
63,10,3
142,82,5
11,32,3
128,64,4
75,16,5
179,55,5
176,28,4
60,53,4
82,78,5
30,55,5
45,2,4
109,55,5
114,98,3
68,81,4
113,25,5
40,32,4
161,96,4
85,15,4
16,11,5
85,52,4
61,16,5
39,92,5
82,24,4
161,74,5
68,49,4
174,94,1
128,99,3
183,4,4
94,66,4
125,84,3
160,16,4
133,72,3
63,24,5
74,93,4
19,90,3
195,11,4
101,11,4
197,35,4
104,17,4
17,46,4
82,95,4
45,30,4
155,59,4
82,16,3
71,1,3
41,82,3
91,86,4
2,2,5
79,2,5
66,5,5
151,89,3
126,17,4
172,38,4
157,1,5
92,55,4
86,38,4
21,30,4
42,32,5
5,48,3
61,63,3
181,30,5
15,14,4
93,21,3
21,40,4
10,86,3
101,50,3
98,16,5
59,2,5
13,3,2
108,58,4
27,43,5
174,27,4
85,8,3
156,97,4
85,55,3
28,21,4
197,8,5
85,57,3
186,60,3
160,12,4
116,49,4
133,74,3
32,77,3
161,4,4
131,67,5
133,59,5
128,20,5
125,33,3
192,14,2
29,94,3
185,21,4
107,91,1
194,65,4
82,56,4
107,53,3
72,30,5
23,41,3
66,76,5
84,64,3
126,85,3
86,21,5
32,82,5
25,3,5
25,4,5
112,93,5
156,19,3
89,13,4
84,9,4
136,23,4
192,40,5
148,80,5
112,9,3
63,29,4
73,81,5
27,97,5
161,5,4
119,6,5
17,76,4
105,31,3
8,4,5
182,28,5
118,14,4
84,31,4
138,2,5
65,28,4
114,46,5
36,21,4
94,32,3
138,14,4
144,21,5
134,30,4
118,10,4
89,92,3
185,68,4
186,28,5
83,7,3
124,33,4
97,90,5
78,44,2
170,64,4
32,69,4
55,32,3
183,84,3
186,83,4
98,24,5
182,11,5
61,6,4
51,7,4
114,47,4
19,60,5
66,38,3
17,55,4
105,47,3
12,53,3
171,6,4
10,3,4
174,1,4
19,22,4
80,80,2
5,41,5
34,4,5
39,52,4
105,17,4
172,15,5
154,2,4
126,26,5
99,33,3
171,56,4
34,16,4
5,4,3
85,5,2
182,4,4
145,17,4
182,2,5
114,32,3
85,46,2
113,3,4
161,65,4
155,48,4
137,92,2
82,70,5
19,41,4
19,7,4
186,72,3
133,38,2
7,35,5
101,27,3
116,35,4
101,94,2
156,26,4
184,44,5
75,79,3
62,45,4
126,68,5
155,6,4
107,26,3
188,43,4
65,1,3
145,67,5
68,20,5
187,37,4
147,6,5
146,27,3
68,99,4
87,31,3
75,49,4
30,98,4
91,38,5
110,98,4
24,7,4
21,60,3
116,51,4
172,18,3
10,30,4
118,75,3
188,82,4
95,68,5
126,83,2
136,72,4
85,19,3
81,27,5
34,99,3
62,14,4
181,7,5
101,74,3
112,65,4
32,25,4
85,71,3
91,62,4
155,76,4
172,19,5
49,62,5
24,42,3
161,56,4
104,93,5
110,7,4
128,86,4
63,71,2
186,65,4
84,2,4
97,83,5
106,13,5
78,55,4
32,62,4
193,3,4
148,86,4
19,36,3
8,16,4
161,73,5
105,10,4
33,43,3
60,52,4
59,79,3
82,3,4
64,10,3
65,76,4
69,20,5
190,38,3
19,14,4
86,6,5
34,62,5
197,71,4
113,94,4
58,13,4
116,3,5
181,26,5
81,64,5
36,59,2
21,7,4
161,46,3
42,69,3
75,91,3
171,84,4
30,22,4
91,6,4
27,87,4
88,82,4
76,2,4
107,92,5
174,29,3
133,85,4
102,9,5
129,43,5
187,46,5
155,31,4
74,1,4
136,2,5
19,4,5
93,50,5
119,93,4
113,85,5
34,5,3
26,7,5
5,88,3
186,47,5
76,63,3
110,90,5
193,21,3
184,49,3
95,1,5
66,47,2
41,45,4
76,12,2
95,4,5
147,3,5
13,13,4
116,26,5
136,43,4
45,27,4
69,77,4
161,35,3
10,20,4
136,58,3
186,53,5
176,2,4
135,17,5
172,96,2
144,27,5
77,52,5
70,4,5
158,90,5
122,2,5
61,56,4
143,8,4
109,74,4
133,10,5
175,2,5
185,60,3
112,6,4
62,26,3
27,39,3
103,5,3
3,9,4
27,6,5
115,52,3
118,24,4
13,34,4
57,78,5
169,18,5
172,14,4
149,99,2
62,10,4
14,31,2
189,74,5
66,77,5
68,13,3
49,32,5
33,73,4
73,1,5
93,68,2
136,7,4
78,5,3
108,83,3
17,10,3
116,66,4
65,15,3
105,64,3
117,6,4
186,37,5
22,53,4
186,51,5
188,15,4
63,44,3
187,86,5
184,47,4
185,34,3
185,89,4
33,7,5
68,63,5
185,22,4
91,66,3
172,54,5
153,5,4
156,66,4
186,15,5
146,23,3
53,31,3
118,85,4
183,13,5
119,12,4
161,33,2
17,26,5
155,60,4
186,95,5
97,62,4
182,50,4
61,37,4
28,3,5
81,14,5
27,78,5
113,86,5
93,49,1
101,19,3
164,8,4
146,4,3
128,68,3
119,14,5
142,33,4
94,2,3
62,59,4
112,56,4
7,91,3
70,37,5
63,12,5
89,43,4
51,3,4
101,14,5
106,6,4
113,44,4
182,7,5
47,20,5
186,32,5
3,37,3
172,56,4
171,39,2
196,3,4
68,25,4
106,39,5
83,40,3
166,65,5
93,1,5
97,76,4
137,49,4
174,98,4
98,55,3
145,15,5
31,37,2
171,20,4
43,42,4
139,25,4
59,35,4
195,3,4
3,99,4
74,90,5
123,32,5
68,61,2
32,27,5
113,54,4
37,6,5
101,22,4
48,88,3
125,1,1
98,42,4
45,6,5
51,46,4
113,14,4
161,20,4
174,100,4
36,94,5
132,69,3
101,51,4
64,14,3
188,55,4
70,69,4
128,31,2
198,41,4
137,87,4
19,71,5
196,28,4
43,72,3
100,21,3
118,49,3
27,95,4
63,68,3
137,95,3
139,13,5
122,43,4
124,72,3
196,1,2
27,76,5
28,48,4
51,90,3
23,6,4
64,43,4
145,96,5
185,11,5
118,21,4
62,52,4
155,100,4
172,48,5
198,8,4
98,13,4
171,23,3
3,21,4
171,40,4
146,49,3
34,22,4
42,41,3
32,3,5
122,19,5
100,6,4
193,4,5
66,13,2
66,9,5
90,66,5
137,26,4
166,55,4
197,77,3
174,77,2
175,94,5
128,66,5
187,5,5
109,25,3
161,14,5
172,95,4
98,52,4
60,3,3
172,45,2
60,35,5
49,9,5
60,61,4
154,6,4
69,34,3
62,83,4
126,5,3
2,91,2
142,29,4
86,97,5
124,7,3
87,38,3
113,21,5
84,6,4
125,45,1
149,36,3
55,66,3
17,28,3
81,83,4
101,63,3
176,17,4
166,8,3
66,56,3
173,81,5
62,11,3
186,61,4
66,33,1
116,10,4
48,24,4
105,69,4
66,87,4
155,52,4
17,81,3
113,98,4
143,1,3
74,72,4
58,28,4
70,66,5
32,87,4
22,1,4
9,58,4
32,89,2
16,43,4
3,23,5
31,88,2
194,22,4
107,16,5
91,49,3
190,35,3
174,25,4
182,86,3
117,40,4
101,20,3
19,21,4
131,2,5
37,5,1
117,10,4
34,78,5
89,80,4
96,4,5
133,86,4
88,79,4
156,6,4
3,11,4
107,4,5
144,91,3
113,40,5
15,81,3
178,97,2
149,7,4
28,29,4
48,20,5
101,36,4
75,77,4
94,3,5
62,80,5
136,32,4
137,14,5
81,69,5
39,13,5
113,1,4
36,20,3
107,84,3
113,39,5
113,32,3
155,53,5
78,4,4
82,4,5
129,7,4
86,69,2
32,19,4
15,87,1
62,7,4
63,14,3
101,5,5
107,63,4
35,26,3
175,30,5
187,51,4
105,19,3
65,47,3
155,7,3
33,46,4
128,49,4
58,18,3
176,62,4
34,10,4
36,99,2
131,80,5
1,82,5
65,75,5
66,25,2
24,3,4
58,1,4
113,35,5
148,11,4
157,25,5
159,29,4
136,29,4
30,2,5
148,29,5
65,23,5
159,3,3
133,17,5
37,12,2
89,67,5
43,40,4
57,50,4
185,85,3
66,50,4
77,36,4
57,16,4
149,84,1
126,71,2
76,92,4
186,14,4
17,22,5
169,8,4
36,66,3
188,67,5
150,95,4
171,81,5
156,61,5
119,9,5
137,23,4
45,90,4
87,37,3
49,15,5
5,37,4
63,38,2
24,75,4
59,77,3
102,54,2
118,100,5
38,5,5
8,32,4
58,76,4
143,71,5
172,47,4
120,39,3
34,80,4
105,56,3
176,45,4
58,30,4
16,4,5
66,14,5
91,9,2
157,73,3
57,26,3
171,57,4
92,90,4
95,84,3
51,78,3
144,79,4
49,74,4
10,91,1
171,43,5
118,57,4
51,42,2
85,62,4
104,14,5
14,96,1
23,61,4
39,82,4
50,89,3
182,32,4
37,11,3
186,50,3
154,29,4
187,22,5
95,12,5
161,84,2
42,4,5
82,44,4
159,34,5
197,20,4
15,11,3
139,76,4
57,25,5
197,99,3
36,28,4
120,54,3
75,48,4
122,67,4
137,10,5
27,65,4
126,35,2
68,34,2
60,19,4
157,44,5
72,18,4
64,30,3
66,7,5
87,21,3
84,20,4
78,16,3
197,68,5
76,5,3
142,11,4
118,5,5
57,11,3
77,60,3
186,90,5
27,21,5
87,49,3
164,18,4
174,55,4
67,16,5
149,2,1
136,11,3
54,90,3
34,25,4
161,41,4
69,41,4
65,56,3
77,10,4
100,29,3
14,71,1
27,75,4
115,10,5
86,60,5
111,50,2
15,63,4
21,14,4
62,15,4
62,75,4
78,58,3
166,53,4
149,32,4
129,61,3
81,28,5
2,38,4
155,9,5
180,2,4
138,83,4
33,85,4
155,61,4
131,22,5
78,3,4
194,46,4
24,20,3
125,75,1
171,61,3
18,18,3
72,33,5
63,46,2
87,77,2
126,25,3
113,91,2
107,73,4
86,79,5
17,96,3
126,75,2
88,43,4
171,75,2
35,78,3
155,24,4
175,96,3
105,71,3
82,2,4
153,43,2
181,5,4
164,77,3
79,7,5
25,22,5
121,10,4
148,18,4
27,82,5
53,18,4
10,47,2
153,70,3
124,14,3
135,26,4
69,24,3
112,30,5
62,9,3
133,60,5
193,5,3
63,56,2
134,2,5
117,87,3
53,49,4
92,43,4
27,53,5
132,96,4
67,95,4
83,72,3
36,12,4
98,14,4
155,82,4
174,35,3
132,7,5
146,33,1
19,18,5
79,14,5
187,10,5
76,59,5
10,15,4
68,42,4
108,23,3
137,77,4
35,3,4
17,35,2
50,98,4
186,8,5
81,91,2
19,80,4
196,14,4
32,41,5
68,27,4
112,7,4
198,1,4
